drugA,drugB,cell_line,synergy
5-FU,TEMOZOLOMIDE,SKOV3,-4.0214911175
5-FU,TEMOZOLOMIDE,SW620,4.8401732759
5-FU,TEMOZOLOMIDE,SW837,-44.6178967978
5-FU,TEMOZOLOMIDE,T47D,-31.4891658645
5-FU,TEMOZOLOMIDE,UACC62,-11.9686244337
5-FU,TEMOZOLOMIDE,VCAP,-2.7295163788
5-FU,TEMOZOLOMIDE,ZR751,-51.9886204389
5-FU,ZOLINZA,A2058,-5.5081195894
5-FU,ZOLINZA,A2780,-3.8484012734
5-FU,ZOLINZA,A375,0.369467134
5-FU,ZOLINZA,CAOV3,-3.5185375031
5-FU,ZOLINZA,ES2,-1.6898167611
5-FU,ZOLINZA,HCT116,-8.735905545
5-FU,ZOLINZA,HT144,-4.3947256659
5-FU,ZOLINZA,HT29,-1.4276838904
5-FU,ZOLINZA,KPL1,-4.3433848339
5-FU,ZOLINZA,LNCAP,7.7488785092
5-FU,ZOLINZA,LOVO,-8.3980484627
5-FU,ZOLINZA,MDAMB436,4.8604421398
5-FU,ZOLINZA,NCIH1650,0.6313037721
5-FU,ZOLINZA,NCIH2122,10.6562695753
5-FU,ZOLINZA,NCIH23,-15.1056763586
5-FU,ZOLINZA,NCIH460,7.0572183289
5-FU,ZOLINZA,NCIH520,-7.7029527708
5-FU,ZOLINZA,OV90,-0.2102682387
5-FU,ZOLINZA,OVCAR3,3.6178868253
5-FU,ZOLINZA,RKO,11.0483406888
5-FU,ZOLINZA,RPMI7951,-0.2406381746
5-FU,ZOLINZA,SKMEL30,-4.8803976276
5-FU,ZOLINZA,SKMES1,14.0621636356
5-FU,ZOLINZA,SKOV3,5.7029550682
5-FU,ZOLINZA,SW620,-17.2280051562
5-FU,ZOLINZA,SW837,-3.532158377
5-FU,ZOLINZA,T47D,7.5300079477
5-FU,ZOLINZA,UACC62,3.9324234508
5-FU,ZOLINZA,VCAP,22.9956559083
5-FU,ZOLINZA,ZR751,-20.6775127639
ABT-888,BEZ-235,A2058,24.0709714753
ABT-888,BEZ-235,A2780,29.4397143108
ABT-888,BEZ-235,A375,26.7770275075
ABT-888,BEZ-235,CAOV3,48.3199690961
ABT-888,BEZ-235,ES2,12.5176900562
ABT-888,BEZ-235,HCT116,18.262930719
ABT-888,BEZ-235,HT144,19.9080663158
ABT-888,BEZ-235,HT29,24.1457708743
ABT-888,BEZ-235,KPL1,29.1245629553
ABT-888,BEZ-235,LNCAP,78.7040828052
ABT-888,BEZ-235,LOVO,19.4453474229
ABT-888,BEZ-235,MDAMB436,24.1173731279
ABT-888,BEZ-235,NCIH1650,14.7751419557
ABT-888,BEZ-235,NCIH2122,19.4110951432
ABT-888,BEZ-235,NCIH23,4.1014188757
ABT-888,BEZ-235,NCIH460,18.1007010567
ABT-888,BEZ-235,NCIH520,24.9807546121
ABT-888,BEZ-235,OV90,16.978958509
ABT-888,BEZ-235,OVCAR3,21.7130520458
ABT-888,BEZ-235,RKO,14.5377525408
ABT-888,BEZ-235,RPMI7951,27.9568856891
ABT-888,BEZ-235,SKMEL30,29.5227609176
ABT-888,BEZ-235,SKMES1,19.5913346773
ABT-888,BEZ-235,SKOV3,6.3798751869
ABT-888,BEZ-235,SW620,17.5929650504
ABT-888,BEZ-235,SW837,23.2895991148
ABT-888,BEZ-235,T47D,117.0012792555
ABT-888,BEZ-235,UACC62,19.8343063949
ABT-888,BEZ-235,VCAP,18.5742481179
ABT-888,BEZ-235,ZR751,27.4259294397
ABT-888,DINACICLIB,A2058,11.1487216398
ABT-888,DINACICLIB,A2780,5.3834429122
ABT-888,DINACICLIB,A375,3.9088070939
ABT-888,DINACICLIB,CAOV3,8.436597287
ABT-888,DINACICLIB,ES2,5.549440857
ABT-888,DINACICLIB,HCT116,4.9726050839
ABT-888,DINACICLIB,HT144,-1.2941638575
ABT-888,DINACICLIB,HT29,6.9534069222
ABT-888,DINACICLIB,KPL1,16.0293076172
ABT-888,DINACICLIB,LNCAP,44.9301773284
ABT-888,DINACICLIB,LOVO,5.1740033272
ABT-888,DINACICLIB,MDAMB436,6.4474142557
ABT-888,DINACICLIB,NCIH1650,9.4219365704
ABT-888,DINACICLIB,NCIH2122,11.6745397309
ABT-888,DINACICLIB,NCIH23,11.9707676506
ABT-888,DINACICLIB,NCIH460,5.614266479
ABT-888,DINACICLIB,NCIH520,0.0562532534
ABT-888,DINACICLIB,OV90,-7.962884871
ABT-888,DINACICLIB,OVCAR3,17.2772056114
ABT-888,DINACICLIB,RKO,7.5137796841
ABT-888,DINACICLIB,RPMI7951,18.1691611882
ABT-888,DINACICLIB,SKMEL30,7.3363541735
ABT-888,DINACICLIB,SKMES1,14.3989265033
ABT-888,DINACICLIB,SKOV3,5.2268356505
ABT-888,DINACICLIB,SW620,1.2472249313
ABT-888,DINACICLIB,SW837,-5.3892419402
ABT-888,DINACICLIB,T47D,-24.1559506459
ABT-888,DINACICLIB,UACC62,3.6130085016
ABT-888,DINACICLIB,VCAP,10.3203322274
ABT-888,DINACICLIB,ZR751,-9.2852862513
ABT-888,GELDANAMYCIN,A2058,22.6697208153
ABT-888,GELDANAMYCIN,A2780,11.0932315467
ABT-888,GELDANAMYCIN,A375,11.6800392663
ABT-888,GELDANAMYCIN,CAOV3,16.7029632959
ABT-888,GELDANAMYCIN,ES2,0.3378827318
ABT-888,GELDANAMYCIN,HCT116,22.9721630249
ABT-888,GELDANAMYCIN,HT144,2.9857613765
ABT-888,GELDANAMYCIN,HT29,-4.7829814672
ABT-888,GELDANAMYCIN,KPL1,15.3235604778
ABT-888,GELDANAMYCIN,LNCAP,26.088464068
ABT-888,GELDANAMYCIN,LOVO,13.0681393719
ABT-888,GELDANAMYCIN,MDAMB436,17.3503409113
ABT-888,GELDANAMYCIN,NCIH1650,-5.2618064532
ABT-888,GELDANAMYCIN,NCIH2122,6.8779780685
ABT-888,GELDANAMYCIN,NCIH23,-6.2331056464
ABT-888,GELDANAMYCIN,NCIH460,-2.126961774
ABT-888,GELDANAMYCIN,NCIH520,-1.9574988266
ABT-888,GELDANAMYCIN,OV90,-8.587738631
ABT-888,GELDANAMYCIN,OVCAR3,20.4895540304
ABT-888,GELDANAMYCIN,RKO,33.8314776801
ABT-888,GELDANAMYCIN,RPMI7951,0.6465689579
ABT-888,GELDANAMYCIN,SKMEL30,30.3418934313
ABT-888,GELDANAMYCIN,SKMES1,7.8085166783
ABT-888,GELDANAMYCIN,SKOV3,-10.7465625575
ABT-888,GELDANAMYCIN,SW620,-15.0026455024
ABT-888,GELDANAMYCIN,SW837,6.0889147542
ABT-888,GELDANAMYCIN,T47D,-27.2538174851
ABT-888,GELDANAMYCIN,UACC62,4.1728440759
ABT-888,GELDANAMYCIN,VCAP,10.2809034756
ABT-888,GELDANAMYCIN,ZR751,-17.080157941
ABT-888,MK-8669,A2058,24.7600060155
ABT-888,MK-8669,A2780,6.3782342163
ABT-888,MK-8669,A375,0.8770548696
ABT-888,MK-8669,CAOV3,21.2772500899
ABT-888,MK-8669,ES2,-1.2805993886
ABT-888,MK-8669,HCT116,-5.4541171375
ABT-888,MK-8669,HT144,-6.7340915687
ABT-888,MK-8669,HT29,5.0791192637
ABT-888,MK-8669,KPL1,41.5995104719
ABT-888,MK-8669,LNCAP,-1.7733722447
ABT-888,MK-8669,LOVO,6.9283136783
ABT-888,MK-8669,MDAMB436,6.9850269241
ABT-888,MK-8669,NCIH1650,-9.1676625012
ABT-888,MK-8669,NCIH2122,7.5032078751
ABT-888,MK-8669,NCIH23,10.1025804599
ABT-888,MK-8669,NCIH460,-7.2578952444
ABT-888,MK-8669,NCIH520,13.2649049368
ABT-888,MK-8669,OV90,-0.7602999066
ABT-888,MK-8669,OVCAR3,14.2399767828
ABT-888,MK-8669,RKO,3.3465666885
ABT-888,MK-8669,RPMI7951,12.773633886
ABT-888,MK-8669,SKMEL30,-0.2658647526
ABT-888,MK-8669,SKMES1,9.0262819956
ABT-888,MK-8669,SKOV3,7.7160813864
ABT-888,MK-8669,SW620,1.0165238754
ABT-888,MK-8669,SW837,-16.0112202114
ABT-888,MK-8669,T47D,16.0705422046
ABT-888,MK-8669,UACC62,4.0469844433
ABT-888,MK-8669,VCAP,-2.5656413442
ABT-888,MK-8669,ZR751,-1.645029592
ABT-888,MK-8776,A2058,15.4587203955
ABT-888,MK-8776,A2780,8.0044216366
ABT-888,MK-8776,A375,1.3946229303
ABT-888,MK-8776,CAOV3,9.641087937
ABT-888,MK-8776,ES2,-17.1720236244
ABT-888,MK-8776,HCT116,3.6021401132
ABT-888,MK-8776,HT144,-51.2198803715
ABT-888,MK-8776,HT29,-1.9575887317
ABT-888,MK-8776,KPL1,1.3440625254
ABT-888,MK-8776,LNCAP,-40.5994196014
ABT-888,MK-8776,LOVO,1.0669122944
ABT-888,MK-8776,MDAMB436,9.0264111901
ABT-888,MK-8776,NCIH1650,-3.2639424966
ABT-888,MK-8776,NCIH2122,-7.6007349185
ABT-888,MK-8776,NCIH23,-7.7942201941
ABT-888,MK-8776,NCIH460,-0.2963538419
ABT-888,MK-8776,NCIH520,-2.5546775303
ABT-888,MK-8776,OV90,0.6173088853
ABT-888,MK-8776,OVCAR3,1.978586679
ABT-888,MK-8776,RKO,-0.0172287476
ABT-888,MK-8776,RPMI7951,-0.9447617693
ABT-888,MK-8776,SKMEL30,-2.3211651128
ABT-888,MK-8776,SKMES1,-1.4086040537
ABT-888,MK-8776,SKOV3,1.2940699051
ABT-888,MK-8776,SW620,0.0625902461
ABT-888,MK-8776,SW837,-85.5323370086
ABT-888,MK-8776,T47D,6.1200878259
ABT-888,MK-8776,UACC62,1.0604569664
ABT-888,MK-8776,VCAP,-9.2696932831
ABT-888,MK-8776,ZR751,-32.47762672
ABT-888,OXALIPLATIN,A2058,4.9360377328
ABT-888,OXALIPLATIN,A2780,-3.3864397912
ABT-888,OXALIPLATIN,A375,-9.9987753767
ABT-888,OXALIPLATIN,CAOV3,0.4050505531
ABT-888,OXALIPLATIN,ES2,-16.8221313331
ABT-888,OXALIPLATIN,HCT116,9.3420158496
ABT-888,OXALIPLATIN,HT144,-25.6565512646
ABT-888,OXALIPLATIN,HT29,-6.3173057667
ABT-888,OXALIPLATIN,KPL1,5.9714952611
ABT-888,OXALIPLATIN,LNCAP,-27.2143800574
ABT-888,OXALIPLATIN,LOVO,-22.7744766837
ABT-888,OXALIPLATIN,MDAMB436,-6.5332924457
ABT-888,OXALIPLATIN,NCIH1650,-17.3877823501
ABT-888,OXALIPLATIN,NCIH2122,0.0764558249
ABT-888,OXALIPLATIN,NCIH23,-22.0750933312
ABT-888,OXALIPLATIN,NCIH460,-20.3665605653
ABT-888,OXALIPLATIN,NCIH520,-8.7509534001
ABT-888,OXALIPLATIN,OV90,-27.749135907
ABT-888,OXALIPLATIN,OVCAR3,-3.2084361721
ABT-888,OXALIPLATIN,RKO,0.6422767705
ABT-888,OXALIPLATIN,RPMI7951,-26.722585116
ABT-888,OXALIPLATIN,SKMEL30,2.0839281646
ABT-888,OXALIPLATIN,SKMES1,-13.3806066813
ABT-888,OXALIPLATIN,SKOV3,-4.5791347006
ABT-888,OXALIPLATIN,SW620,2.6793459223
ABT-888,OXALIPLATIN,SW837,-9.0448007001
ABT-888,OXALIPLATIN,T47D,-34.6779441093
ABT-888,OXALIPLATIN,UACC62,-19.8337096003
ABT-888,OXALIPLATIN,VCAP,-5.1372586511
ABT-888,OXALIPLATIN,ZR751,-16.1191866705
ABT-888,SN-38,A2058,37.1975524441
ABT-888,SN-38,A2780,27.4431625577
ABT-888,SN-38,A375,29.4591595834
ABT-888,SN-38,CAOV3,41.8226136291
ABT-888,SN-38,ES2,4.0988107752
ABT-888,SN-38,HCT116,23.4259149096
ABT-888,SN-38,HT144,8.1454557502
ABT-888,SN-38,HT29,9.5417494003
ABT-888,SN-38,KPL1,8.5520684163
ABT-888,SN-38,LNCAP,28.6889018794
ABT-888,SN-38,LOVO,-6.5826236766
ABT-888,SN-38,MDAMB436,18.2214474966
ABT-888,SN-38,NCIH1650,4.1880745451
ABT-888,SN-38,NCIH2122,21.3904458112
ABT-888,SN-38,NCIH23,16.483928435
ABT-888,SN-38,NCIH460,22.6030362318
ABT-888,SN-38,NCIH520,12.9290388108
ABT-888,SN-38,OV90,19.5945199445
ABT-888,SN-38,OVCAR3,33.0138277611
ABT-888,SN-38,RKO,30.5324902581
ABT-888,SN-38,RPMI7951,23.8706315741
ABT-888,SN-38,SKMEL30,29.6505239487
ABT-888,SN-38,SKMES1,20.0867520559
ABT-888,SN-38,SKOV3,6.2637462172
ABT-888,SN-38,SW620,17.885222403
ABT-888,SN-38,SW837,7.0443155012
ABT-888,SN-38,T47D,39.8323117461
ABT-888,SN-38,UACC62,24.9654495564
ABT-888,SN-38,VCAP,-8.5322920587
ABT-888,SN-38,ZR751,-12.2436489623
ABT-888,SORAFENIB,A2058,36.1961652133
ABT-888,SORAFENIB,A2780,8.2581551475
ABT-888,SORAFENIB,A375,16.6695455553
ABT-888,SORAFENIB,CAOV3,-2.1727230367
ABT-888,SORAFENIB,ES2,7.0620982727
ABT-888,SORAFENIB,HCT116,11.8330385321
ABT-888,SORAFENIB,HT144,10.7410875508
ABT-888,SORAFENIB,HT29,3.7773131483
ABT-888,SORAFENIB,KPL1,4.1118588383
ABT-888,SORAFENIB,LNCAP,3.4828877016
ABT-888,SORAFENIB,LOVO,2.735996957
ABT-888,SORAFENIB,MDAMB436,-0.6022608604
ABT-888,SORAFENIB,NCIH1650,0.051559908
ABT-888,SORAFENIB,NCIH2122,16.5022172196
ABT-888,SORAFENIB,NCIH23,13.6892552573
ABT-888,SORAFENIB,NCIH460,11.6129978832
ABT-888,SORAFENIB,NCIH520,13.6574206002
ABT-888,SORAFENIB,OV90,5.7764906613
ABT-888,SORAFENIB,OVCAR3,-4.8569937248
ABT-888,SORAFENIB,RKO,24.3821576226
ABT-888,SORAFENIB,RPMI7951,10.4045458519
ABT-888,SORAFENIB,SKMEL30,5.7759516995
ABT-888,SORAFENIB,SKMES1,17.4179470381
ABT-888,SORAFENIB,SKOV3,14.0643955916
ABT-888,SORAFENIB,SW620,15.8963708584
ABT-888,SORAFENIB,SW837,5.935988799
ABT-888,SORAFENIB,T47D,13.2638387086
ABT-888,SORAFENIB,UACC62,17.279905933
ABT-888,SORAFENIB,VCAP,7.804424433
ABT-888,SORAFENIB,ZR751,-4.4692265532
ABT-888,TOPOTECAN,A2058,-1.1875311978
ABT-888,TOPOTECAN,A2780,11.8621326468
ABT-888,TOPOTECAN,A375,-30.0524213249
ABT-888,TOPOTECAN,CAOV3,3.218307642
ABT-888,TOPOTECAN,ES2,-15.1631621816
ABT-888,TOPOTECAN,HCT116,-5.778504579
ABT-888,TOPOTECAN,HT144,-12.7181708313
ABT-888,TOPOTECAN,HT29,-13.7420148179
ABT-888,TOPOTECAN,KPL1,9.9152449863
ABT-888,TOPOTECAN,LNCAP,-5.3140522224
ABT-888,TOPOTECAN,LOVO,-20.5777476109
ABT-888,TOPOTECAN,MDAMB436,0.8243374739
ABT-888,TOPOTECAN,NCIH1650,-16.2852524324
ABT-888,TOPOTECAN,NCIH2122,-5.0197988695
ABT-888,TOPOTECAN,NCIH23,-13.1746984801
ABT-888,TOPOTECAN,NCIH460,-35.5582435714
ABT-888,TOPOTECAN,NCIH520,-3.0882852647
ABT-888,TOPOTECAN,OV90,-8.1851363814
ABT-888,TOPOTECAN,OVCAR3,-21.5827409024
ABT-888,TOPOTECAN,RKO,-12.4471259578
ABT-888,TOPOTECAN,RPMI7951,-2.173326235
ABT-888,TOPOTECAN,SKMEL30,-7.161263697
ABT-888,TOPOTECAN,SKMES1,-17.6750840576
ABT-888,TOPOTECAN,SKOV3,-9.2155056785
ABT-888,TOPOTECAN,SW620,2.5575598414
ABT-888,TOPOTECAN,SW837,-13.7753731877
ABT-888,TOPOTECAN,T47D,10.2752313972
ABT-888,TOPOTECAN,UACC62,-5.778245151
ABT-888,TOPOTECAN,VCAP,-16.7304236406
ABT-888,TOPOTECAN,ZR751,-3.7912714445
AZD1775,ABT-888,A2058,10.2488077977
AZD1775,ABT-888,A2780,8.6237493889
AZD1775,ABT-888,A375,8.0237136443
AZD1775,ABT-888,CAOV3,0.5966947647
AZD1775,ABT-888,ES2,-4.5906451483
AZD1775,ABT-888,HCT116,-3.4337944259
AZD1775,ABT-888,HT144,5.6905908645
AZD1775,ABT-888,HT29,4.3441558729
AZD1775,ABT-888,KPL1,4.567025052
AZD1775,ABT-888,LNCAP,-11.5659124344
AZD1775,ABT-888,LOVO,-3.4584771509
AZD1775,ABT-888,MDAMB436,5.5520386929
AZD1775,ABT-888,NCIH1650,-0.3129919354
AZD1775,ABT-888,NCIH2122,-4.0035971525
AZD1775,ABT-888,NCIH23,-5.2395267158
AZD1775,ABT-888,NCIH460,-6.6040385634
AZD1775,ABT-888,NCIH520,4.1278953757
AZD1775,ABT-888,OV90,-1.1932318134
AZD1775,ABT-888,OVCAR3,4.8356759206
AZD1775,ABT-888,RKO,-2.0893153178
AZD1775,ABT-888,RPMI7951,-0.3686147472
AZD1775,ABT-888,SKMEL30,4.1379899576
AZD1775,ABT-888,SKMES1,7.4397922084
AZD1775,ABT-888,SKOV3,12.5839508287
AZD1775,ABT-888,SW620,-2.9618192105
AZD1775,ABT-888,SW837,-10.757338121
AZD1775,ABT-888,T47D,-10.3233121206
AZD1775,ABT-888,UACC62,7.6388839415
AZD1775,ABT-888,VCAP,-10.3820103315
AZD1775,ABT-888,ZR751,-11.1913997646
AZD1775,BEZ-235,A2058,10.17818370015
AZD1775,BEZ-235,A2780,19.5249911398
AZD1775,BEZ-235,A375,51.63655766745
AZD1775,BEZ-235,CAOV3,20.74582764805
AZD1775,BEZ-235,ES2,13.5670262968
AZD1775,BEZ-235,HCT116,27.24417837285
AZD1775,BEZ-235,HT144,30.7639732715
AZD1775,BEZ-235,HT29,13.24499920475
AZD1775,BEZ-235,KPL1,21.9162750887
AZD1775,BEZ-235,LNCAP,61.8905185275
AZD1775,BEZ-235,LOVO,6.85623032585
AZD1775,BEZ-235,MDAMB436,27.5112820953
AZD1775,BEZ-235,NCIH1650,16.0851395663
AZD1775,BEZ-235,NCIH2122,-2.4535868551
AZD1775,BEZ-235,NCIH23,11.003313357
AZD1775,BEZ-235,NCIH460,38.2132515673
AZD1775,BEZ-235,NCIH520,28.8282078606
AZD1775,BEZ-235,OV90,15.8839717032
AZD1775,BEZ-235,OVCAR3,20.612758353
AZD1775,BEZ-235,RKO,31.7368561067
AZD1775,BEZ-235,RPMI7951,19.6953734092
AZD1775,BEZ-235,SKMEL30,19.143084016
AZD1775,BEZ-235,SKMES1,26.5938058999
AZD1775,BEZ-235,SKOV3,25.4699274376
AZD1775,BEZ-235,SW620,17.647723268100002
AZD1775,BEZ-235,SW837,23.6125320233
AZD1775,BEZ-235,T47D,93.7281950457
AZD1775,BEZ-235,UACC62,23.0410612838
AZD1775,BEZ-235,VCAP,8.6393895606
AZD1775,BEZ-235,ZR751,19.3497386782
AZD1775,BORTEZOMIB,A2058,0.2380155481
AZD1775,BORTEZOMIB,A2780,-17.5594804209
AZD1775,BORTEZOMIB,A375,1.6027815021
AZD1775,BORTEZOMIB,CAOV3,-20.0355545093
AZD1775,BORTEZOMIB,ES2,-18.6425560345
AZD1775,BORTEZOMIB,HCT116,-3.0335244429
AZD1775,BORTEZOMIB,HT144,-1.6175545058
AZD1775,BORTEZOMIB,HT29,-18.9295448338
AZD1775,BORTEZOMIB,KPL1,-2.9761102247
AZD1775,BORTEZOMIB,LNCAP,-11.5604641548
AZD1775,BORTEZOMIB,LOVO,-6.8062732592
AZD1775,BORTEZOMIB,MDAMB436,-5.0166506828
AZD1775,BORTEZOMIB,NCIH1650,-19.8463194672
AZD1775,BORTEZOMIB,NCIH2122,-16.2693811328
AZD1775,BORTEZOMIB,NCIH23,-18.8208140027
AZD1775,BORTEZOMIB,NCIH460,6.749716946
AZD1775,BORTEZOMIB,NCIH520,-18.5956971353
AZD1775,BORTEZOMIB,OV90,-11.9132608482
AZD1775,BORTEZOMIB,OVCAR3,-16.9325927375
AZD1775,BORTEZOMIB,RKO,-12.6766643513
AZD1775,BORTEZOMIB,RPMI7951,-17.9036923384
AZD1775,BORTEZOMIB,SKMEL30,-15.709184993
AZD1775,BORTEZOMIB,SKMES1,-18.7479938841
AZD1775,BORTEZOMIB,SKOV3,4.1358052353
AZD1775,BORTEZOMIB,SW620,-6.0089265236
AZD1775,BORTEZOMIB,SW837,5.2813449403
AZD1775,BORTEZOMIB,T47D,-16.2830687845
AZD1775,BORTEZOMIB,UACC62,-5.2405010851
AZD1775,BORTEZOMIB,VCAP,-24.4324665682
AZD1775,BORTEZOMIB,ZR751,-11.2149675714
AZD1775,DASATINIB,A2058,34.97062024235
AZD1775,DASATINIB,A2780,63.3161055024
AZD1775,DASATINIB,A375,63.34866372155
AZD1775,DASATINIB,CAOV3,20.48847425655
AZD1775,DASATINIB,ES2,26.520384270900003
AZD1775,DASATINIB,HCT116,28.477299870050004
AZD1775,DASATINIB,HT144,0.389012601
AZD1775,DASATINIB,HT29,17.226581755799998
AZD1775,DASATINIB,KPL1,35.7288661774
AZD1775,DASATINIB,LNCAP,24.7147321767
AZD1775,DASATINIB,LOVO,25.42571635065
AZD1775,DASATINIB,MDAMB436,39.3100772731
AZD1775,DASATINIB,NCIH1650,29.3064721866
AZD1775,DASATINIB,NCIH2122,-29.14558342165
AZD1775,DASATINIB,NCIH23,39.0426866276
AZD1775,DASATINIB,NCIH460,24.6754330932
AZD1775,DASATINIB,NCIH520,42.0904949789
AZD1775,DASATINIB,OV90,25.6549709226
AZD1775,DASATINIB,OVCAR3,52.7991349972
AZD1775,DASATINIB,RKO,41.9115352438
AZD1775,DASATINIB,RPMI7951,19.840208768
AZD1775,DASATINIB,SKMEL30,12.6557121149
AZD1775,DASATINIB,SKMES1,14.3598163299
AZD1775,DASATINIB,SKOV3,18.4479161443
AZD1775,DASATINIB,SW620,64.27435308855
AZD1775,DASATINIB,SW837,37.5376789366
AZD1775,DASATINIB,T47D,10.4987511773
AZD1775,DASATINIB,UACC62,29.4771209876
AZD1775,DASATINIB,VCAP,20.5148439326
AZD1775,DASATINIB,ZR751,-23.9716591126
AZD1775,DINACICLIB,A2058,-12.3658597754
AZD1775,DINACICLIB,A2780,-4.9413894555
AZD1775,DINACICLIB,A375,7.0115549701
AZD1775,DINACICLIB,CAOV3,-21.7614501444
AZD1775,DINACICLIB,ES2,-6.1918228455
AZD1775,DINACICLIB,HCT116,-3.4265435642
AZD1775,DINACICLIB,HT144,-0.0536854568
AZD1775,DINACICLIB,HT29,-8.1390242262
AZD1775,DINACICLIB,KPL1,-2.5895093806
AZD1775,DINACICLIB,LNCAP,18.8879080191
AZD1775,DINACICLIB,LOVO,-15.3534280256
AZD1775,DINACICLIB,MDAMB436,-0.8694570931
AZD1775,DINACICLIB,NCIH1650,-9.2518733632
AZD1775,DINACICLIB,NCIH2122,-11.4558726044
AZD1775,DINACICLIB,NCIH23,-24.274172924
AZD1775,DINACICLIB,NCIH460,-3.5452867485
AZD1775,DINACICLIB,NCIH520,-3.3283766835
AZD1775,DINACICLIB,OV90,-17.3129048664
AZD1775,DINACICLIB,OVCAR3,-1.9974846374
AZD1775,DINACICLIB,RKO,0.8952051889
AZD1775,DINACICLIB,RPMI7951,-6.6001547855
AZD1775,DINACICLIB,SKMEL30,-9.0382349965
AZD1775,DINACICLIB,SKMES1,-18.1130098767
AZD1775,DINACICLIB,SKOV3,-6.2345474367
AZD1775,DINACICLIB,SW620,-8.4630393281
AZD1775,DINACICLIB,SW837,-5.084259188
AZD1775,DINACICLIB,T47D,-8.9631662327
AZD1775,DINACICLIB,UACC62,3.276757735
AZD1775,DINACICLIB,VCAP,-27.3066655106
AZD1775,DINACICLIB,ZR751,-14.9584974742
AZD1775,ERLOTINIB,A2058,6.9779629489
AZD1775,ERLOTINIB,A2780,3.1007864893
AZD1775,ERLOTINIB,A375,16.1811406649
AZD1775,ERLOTINIB,CAOV3,23.6353128218
AZD1775,ERLOTINIB,ES2,2.5611823623
AZD1775,ERLOTINIB,HCT116,-4.0587347241
AZD1775,ERLOTINIB,HT144,13.3070317412
AZD1775,ERLOTINIB,HT29,7.5623518449
AZD1775,ERLOTINIB,KPL1,14.6529597225
AZD1775,ERLOTINIB,LNCAP,1.0942989633
AZD1775,ERLOTINIB,LOVO,14.1313265841
AZD1775,ERLOTINIB,MDAMB436,5.6457415135
AZD1775,ERLOTINIB,NCIH1650,11.4775356674
AZD1775,ERLOTINIB,NCIH2122,5.7735801738
AZD1775,ERLOTINIB,NCIH23,-3.4190334601
AZD1775,ERLOTINIB,NCIH460,-1.1293194678
AZD1775,ERLOTINIB,NCIH520,-0.6579135472
AZD1775,ERLOTINIB,OV90,-3.7588275894
AZD1775,ERLOTINIB,OVCAR3,16.128944134
AZD1775,ERLOTINIB,RKO,3.1183919257
AZD1775,ERLOTINIB,RPMI7951,10.087352387
AZD1775,ERLOTINIB,SKMEL30,-2.161574901
AZD1775,ERLOTINIB,SKMES1,13.7514159942
AZD1775,ERLOTINIB,SKOV3,16.1911336226
AZD1775,ERLOTINIB,SW620,-7.6628195772
AZD1775,ERLOTINIB,SW837,26.3397184904
AZD1775,ERLOTINIB,T47D,7.5140994431
AZD1775,ERLOTINIB,UACC62,19.6340663344
AZD1775,ERLOTINIB,VCAP,7.5106078021
AZD1775,ERLOTINIB,ZR751,6.0804195156
AZD1775,GELDANAMYCIN,A2058,8.1440436825
AZD1775,GELDANAMYCIN,A2780,-3.1198841469
AZD1775,GELDANAMYCIN,A375,18.7418812737
AZD1775,GELDANAMYCIN,CAOV3,1.5556198912
AZD1775,GELDANAMYCIN,ES2,1.2624248595
AZD1775,GELDANAMYCIN,HCT116,19.8308475115
AZD1775,GELDANAMYCIN,HT144,15.2214326733
AZD1775,GELDANAMYCIN,HT29,-9.8859055167
AZD1775,GELDANAMYCIN,KPL1,3.179448933
AZD1775,GELDANAMYCIN,LNCAP,11.3912155997
AZD1775,GELDANAMYCIN,LOVO,-9.6047771346
AZD1775,GELDANAMYCIN,MDAMB436,8.3790567735
AZD1775,GELDANAMYCIN,NCIH1650,-6.7951574555
AZD1775,GELDANAMYCIN,NCIH2122,-11.4391414821
AZD1775,GELDANAMYCIN,NCIH23,-19.3168936658
AZD1775,GELDANAMYCIN,NCIH460,-5.186641338
AZD1775,GELDANAMYCIN,NCIH520,-3.4289208093
AZD1775,GELDANAMYCIN,OV90,-16.4929686128
AZD1775,GELDANAMYCIN,OVCAR3,-23.0959429476
AZD1775,GELDANAMYCIN,RKO,3.3570132241
AZD1775,GELDANAMYCIN,RPMI7951,-10.0876542805
AZD1775,GELDANAMYCIN,SKMEL30,19.3608627563
AZD1775,GELDANAMYCIN,SKMES1,-0.4644878013
AZD1775,GELDANAMYCIN,SKOV3,-1.6187840141
AZD1775,GELDANAMYCIN,SW620,-9.3368853778
AZD1775,GELDANAMYCIN,SW837,-5.0924958486
AZD1775,GELDANAMYCIN,T47D,-15.8364282688
AZD1775,GELDANAMYCIN,UACC62,15.3254043357
AZD1775,GELDANAMYCIN,VCAP,-20.0164243909
AZD1775,GELDANAMYCIN,ZR751,-12.4671211596
AZD1775,LAPATINIB,A2058,7.2283537341
AZD1775,LAPATINIB,A2780,10.9396388412
AZD1775,LAPATINIB,A375,21.2157935957
AZD1775,LAPATINIB,CAOV3,29.9077838081
AZD1775,LAPATINIB,ES2,11.9159826775
AZD1775,LAPATINIB,HCT116,11.7622692927
AZD1775,LAPATINIB,HT144,15.7587566202
AZD1775,LAPATINIB,HT29,-0.7631215527
AZD1775,LAPATINIB,KPL1,9.0849701375
AZD1775,LAPATINIB,LNCAP,-12.2293676186
